experiment,context_len,date,hour,actual,predicted,naive
exp2_672h,672,2018-06-11,15,30044.0,29409.95,29276.0
exp2_672h,672,2018-06-11,16,30190.0,29903.312,29260.0
exp2_672h,672,2018-06-11,17,30567.0,30230.527,29273.0
exp2_672h,672,2018-06-11,18,30843.0,30519.285,29370.0
exp2_672h,672,2018-06-11,19,30509.0,30244.352,29169.0
exp2_672h,672,2018-06-11,20,29994.0,29914.389,28892.0
exp2_672h,672,2018-06-11,21,29858.0,29654.217,28915.0
exp2_672h,672,2018-06-11,22,29348.0,28764.559,28157.0
exp2_672h,672,2018-06-11,23,27099.0,26735.123,26346.0
exp2_672h,672,2018-06-12,0,24709.0,24810.426,24334.0
exp2_672h,672,2018-06-12,1,22918.0,23209.564,22795.0
exp2_672h,672,2018-06-12,2,21804.0,22146.035,21760.0
exp2_672h,672,2018-06-12,3,21283.0,21543.135,21308.0
exp2_672h,672,2018-06-12,4,21025.0,21393.18,21185.0
exp2_672h,672,2018-06-12,5,21397.0,21716.91,21662.0
exp2_672h,672,2018-06-12,6,22640.0,22958.387,23139.0
exp2_672h,672,2018-06-12,7,24887.0,25094.367,25580.0
exp2_672h,672,2018-06-12,8,26871.0,27233.719,27633.0
exp2_672h,672,2018-06-12,9,27842.0,28420.014,28677.0
exp2_672h,672,2018-06-12,10,28384.0,29318.914,29201.0
exp2_672h,672,2018-06-12,11,29007.0,30010.145,29622.0
exp2_672h,672,2018-06-12,12,29499.0,30515.912,29783.0
exp2_672h,672,2018-06-12,13,29996.0,31155.166,29852.0
exp2_672h,672,2018-06-12,14,30662.0,31781.348,29928.0
exp2_672h,672,2018-06-12,15,31204.0,32072.176,30044.0
exp2_672h,672,2018-06-12,16,31992.0,32650.879,30190.0
exp2_672h,672,2018-06-12,17,32803.0,33108.11,30567.0
exp2_672h,672,2018-06-12,18,33450.0,33272.938,30843.0
exp2_672h,672,2018-06-12,19,33088.0,32856.383,30509.0
exp2_672h,672,2018-06-12,20,32314.0,32433.943,29994.0
exp2_672h,672,2018-06-12,21,31913.0,32041.023,29858.0
exp2_672h,672,2018-06-12,22,31336.0,30902.117,29348.0
exp2_672h,672,2018-06-12,23,28938.0,28480.137,27099.0
exp2_672h,672,2018-06-13,0,26383.0,26387.523,24709.0
exp2_672h,672,2018-06-13,1,24466.0,24462.014,22918.0
exp2_672h,672,2018-06-13,2,23313.0,23149.55,21804.0
exp2_672h,672,2018-06-13,3,22716.0,22456.086,21283.0
exp2_672h,672,2018-06-13,4,22488.0,22234.568,21025.0
exp2_672h,672,2018-06-13,5,22903.0,22474.262,21397.0
exp2_672h,672,2018-06-13,6,24406.0,23596.086,22640.0
exp2_672h,672,2018-06-13,7,26915.0,25765.518,24887.0
exp2_672h,672,2018-06-13,8,29132.0,27834.129,26871.0
exp2_672h,672,2018-06-13,9,30450.0,29255.912,27842.0
exp2_672h,672,2018-06-13,10,31416.0,30151.646,28384.0
exp2_672h,672,2018-06-13,11,32626.0,30902.549,29007.0
exp2_672h,672,2018-06-13,12,33566.0,31711.963,29499.0
exp2_672h,672,2018-06-13,13,34313.0,32450.516,29996.0
exp2_672h,672,2018-06-13,14,35173.0,33109.7,30662.0
exp2_672h,672,2018-06-13,15,35843.0,33579.08,31204.0
exp2_672h,672,2018-06-13,16,36663.0,34091.656,31992.0
exp2_672h,672,2018-06-13,17,37337.0,34586.266,32803.0
exp2_672h,672,2018-06-13,18,38055.0,34775.348,33450.0
exp2_672h,672,2018-06-13,19,38072.0,34236.633,33088.0
exp2_672h,672,2018-06-13,20,37632.0,33543.164,32314.0
exp2_672h,672,2018-06-13,21,37539.0,33023.496,31913.0
exp2_672h,672,2018-06-13,22,37025.0,31763.672,31336.0
exp2_672h,672,2018-06-13,23,34370.0,29275.74,28938.0
exp2_672h,672,2018-06-14,0,31503.0,31343.21,26383.0
exp2_672h,672,2018-06-14,1,29047.0,28969.66,24466.0
exp2_672h,672,2018-06-14,2,27429.0,27153.207,23313.0
exp2_672h,672,2018-06-14,3,26217.0,26021.977,22716.0
exp2_672h,672,2018-06-14,4,25352.0,25325.973,22488.0
exp2_672h,672,2018-06-14,5,25320.0,25492.994,22903.0
exp2_672h,672,2018-06-14,6,26065.0,26531.766,24406.0
exp2_672h,672,2018-06-14,7,28298.0,28404.756,26915.0
exp2_672h,672,2018-06-14,8,30549.0,30457.215,29132.0
exp2_672h,672,2018-06-14,9,31815.0,31495.113,30450.0
exp2_672h,672,2018-06-14,10,32878.0,32150.246,31416.0
exp2_672h,672,2018-06-14,11,33807.0,32622.227,32626.0
exp2_672h,672,2018-06-14,12,34592.0,33110.016,33566.0
exp2_672h,672,2018-06-14,13,35323.0,33502.605,34313.0
exp2_672h,672,2018-06-14,14,36252.0,33929.695,35173.0
exp2_672h,672,2018-06-14,15,37261.0,34291.86,35843.0
exp2_672h,672,2018-06-14,16,38577.0,34744.14,36663.0
exp2_672h,672,2018-06-14,17,39727.0,35240.18,37337.0
exp2_672h,672,2018-06-14,18,40321.0,35485.023,38055.0
exp2_672h,672,2018-06-14,19,39785.0,35104.05,38072.0
exp2_672h,672,2018-06-14,20,38413.0,34664.613,37632.0
exp2_672h,672,2018-06-14,21,36816.0,34172.645,37539.0
exp2_672h,672,2018-06-14,22,35667.0,33169.176,37025.0
exp2_672h,672,2018-06-14,23,32587.0,30906.695,34370.0
exp2_672h,672,2018-06-15,0,29297.0,29724.352,31503.0
exp2_672h,672,2018-06-15,1,26626.0,27525.566,29047.0
exp2_672h,672,2018-06-15,2,24850.0,25896.941,27429.0
exp2_672h,672,2018-06-15,3,23698.0,25069.898,26217.0
exp2_672h,672,2018-06-15,4,23090.0,24423.848,25352.0
exp2_672h,672,2018-06-15,5,23161.0,24669.656,25320.0
exp2_672h,672,2018-06-15,6,24066.0,25676.445,26065.0
exp2_672h,672,2018-06-15,7,26262.0,27270.352,28298.0
exp2_672h,672,2018-06-15,8,28615.0,29175.871,30549.0
exp2_672h,672,2018-06-15,9,30000.0,30564.055,31815.0
exp2_672h,672,2018-06-15,10,31055.0,31589.781,32878.0
exp2_672h,672,2018-06-15,11,31934.0,32476.549,33807.0
exp2_672h,672,2018-06-15,12,32653.0,33332.69,34592.0
exp2_672h,672,2018-06-15,13,33384.0,33933.34,35323.0
exp2_672h,672,2018-06-15,14,34263.0,34615.863,36252.0
exp2_672h,672,2018-06-15,15,35149.0,35260.445,37261.0
exp2_672h,672,2018-06-15,16,35991.0,35826.523,38577.0
exp2_672h,672,2018-06-15,17,36720.0,36250.37,39727.0
exp2_672h,672,2018-06-15,18,36893.0,36485.47,40321.0
exp2_672h,672,2018-06-15,19,36184.0,35990.754,39785.0
exp2_672h,672,2018-06-15,20,34851.0,35116.64,38413.0
exp2_672h,672,2018-06-15,21,33428.0,34286.688,36816.0
exp2_672h,672,2018-06-15,22,32484.0,33089.117,35667.0
exp2_672h,672,2018-06-15,23,30107.0,30863.95,32587.0
exp2_672h,672,2018-06-16,0,27410.0,27677.277,29297.0
exp2_672h,672,2018-06-16,1,25130.0,25585.78,26626.0
exp2_672h,672,2018-06-16,2,23552.0,24057.799,24850.0
exp2_672h,672,2018-06-16,3,22474.0,23193.018,23698.0
exp2_672h,672,2018-06-16,4,21867.0,22505.633,23090.0
exp2_672h,672,2018-06-16,5,21644.0,22416.611,23161.0
exp2_672h,672,2018-06-16,6,21637.0,23046.014,24066.0
exp2_672h,672,2018-06-16,7,22303.0,24076.03,26262.0
exp2_672h,672,2018-06-16,8,23936.0,25619.277,28615.0
exp2_672h,672,2018-06-16,9,26015.0,27211.068,30000.0
exp2_672h,672,2018-06-16,10,27797.0,28658.049,31055.0
exp2_672h,672,2018-06-16,11,29400.0,29767.625,31934.0
exp2_672h,672,2018-06-16,12,30621.0,30585.496,32653.0
exp2_672h,672,2018-06-16,13,31671.0,31167.176,33384.0
exp2_672h,672,2018-06-16,14,32672.0,31529.926,34263.0
exp2_672h,672,2018-06-16,15,33903.0,31996.027,35149.0
exp2_672h,672,2018-06-16,16,35235.0,32490.477,35991.0
exp2_672h,672,2018-06-16,17,36529.0,32674.31,36720.0
exp2_672h,672,2018-06-16,18,37329.0,32680.363,36893.0
exp2_672h,672,2018-06-16,19,37028.0,32245.45,36184.0
exp2_672h,672,2018-06-16,20,35759.0,31596.826,34851.0
exp2_672h,672,2018-06-16,21,34660.0,31312.879,33428.0
exp2_672h,672,2018-06-16,22,33859.0,30618.96,32484.0
exp2_672h,672,2018-06-16,23,31658.0,28792.668,30107.0
exp2_672h,672,2018-06-17,0,29142.0,29074.293,27410.0
exp2_672h,672,2018-06-17,1,26785.0,26847.0,25130.0
exp2_672h,672,2018-06-17,2,24999.0,25194.637,23552.0
exp2_672h,672,2018-06-17,3,23850.0,24145.836,22474.0
exp2_672h,672,2018-06-17,4,23038.0,23452.512,21867.0
exp2_672h,672,2018-06-17,5,22671.0,23161.582,21644.0
exp2_672h,672,2018-06-17,6,22387.0,23386.172,21637.0
exp2_672h,672,2018-06-17,7,22796.0,24243.975,22303.0
exp2_672h,672,2018-06-17,8,24422.0,25594.688,23936.0
exp2_672h,672,2018-06-17,9,26916.0,26998.953,26015.0
exp2_672h,672,2018-06-17,10,29490.0,28375.973,27797.0
exp2_672h,672,2018-06-17,11,31990.0,29428.236,29400.0
exp2_672h,672,2018-06-17,12,34369.0,30164.129,30621.0
exp2_672h,672,2018-06-17,13,36307.0,30871.516,31671.0
exp2_672h,672,2018-06-17,14,37957.0,31382.496,32672.0
exp2_672h,672,2018-06-17,15,39481.0,31874.215,33903.0
exp2_672h,672,2018-06-17,16,41028.0,32702.566,35235.0
exp2_672h,672,2018-06-17,17,42269.0,33331.29,36529.0
exp2_672h,672,2018-06-17,18,42875.0,33859.695,37329.0
exp2_672h,672,2018-06-17,19,42521.0,33897.316,37028.0
exp2_672h,672,2018-06-17,20,41433.0,33499.875,35759.0
exp2_672h,672,2018-06-17,21,40364.0,33280.72,34660.0
exp2_672h,672,2018-06-17,22,39411.0,32497.004,33859.0
exp2_672h,672,2018-06-17,23,36619.0,30246.777,31658.0
exp2_672h,672,2018-06-18,0,33325.0,33476.15,29142.0
exp2_672h,672,2018-06-18,1,30588.0,30834.871,26785.0
exp2_672h,672,2018-06-18,2,28702.0,28878.955,24999.0
exp2_672h,672,2018-06-18,3,27467.0,27610.32,23850.0
exp2_672h,672,2018-06-18,4,26762.0,26569.531,23038.0
exp2_672h,672,2018-06-18,5,26992.0,26390.926,22671.0
exp2_672h,672,2018-06-18,6,28252.0,26963.504,22387.0
exp2_672h,672,2018-06-18,7,30635.0,28473.148,22796.0
exp2_672h,672,2018-06-18,8,33723.0,30473.41,24422.0
exp2_672h,672,2018-06-18,9,36543.0,32013.018,26916.0
exp2_672h,672,2018-06-18,10,39402.0,33381.22,29490.0
exp2_672h,672,2018-06-18,11,42429.0,34753.363,31990.0
exp2_672h,672,2018-06-18,12,45148.0,35736.0,34369.0
exp2_672h,672,2018-06-18,13,47386.0,36691.16,36307.0
exp2_672h,672,2018-06-18,14,49433.0,37674.656,37957.0
exp2_672h,672,2018-06-18,15,50819.0,38624.453,39481.0
exp2_672h,672,2018-06-18,16,51818.0,39510.098,41028.0
exp2_672h,672,2018-06-18,17,52558.0,40070.227,42269.0
exp2_672h,672,2018-06-18,18,52213.0,40482.812,42875.0
exp2_672h,672,2018-06-18,19,51597.0,40216.887,42521.0
exp2_672h,672,2018-06-18,20,50107.0,39477.277,41433.0
exp2_672h,672,2018-06-18,21,48437.0,38650.88,40364.0
exp2_672h,672,2018-06-18,22,46151.0,37138.625,39411.0
exp2_672h,672,2018-06-18,23,42504.0,34231.816,36619.0
exp2_672h,672,2018-06-19,0,38855.0,38334.46,33325.0
exp2_672h,672,2018-06-19,1,35932.0,35036.633,30588.0
exp2_672h,672,2018-06-19,2,33983.0,32741.799,28702.0
exp2_672h,672,2018-06-19,3,32655.0,31153.004,27467.0
exp2_672h,672,2018-06-19,4,31866.0,30098.477,26762.0
exp2_672h,672,2018-06-19,5,31868.0,29921.352,26992.0
exp2_672h,672,2018-06-19,6,33043.0,30874.508,28252.0
exp2_672h,672,2018-06-19,7,35290.0,32834.645,30635.0
exp2_672h,672,2018-06-19,8,37708.0,34981.336,33723.0
exp2_672h,672,2018-06-19,9,39714.0,36656.35,36543.0
exp2_672h,672,2018-06-19,10,41662.0,38083.062,39402.0
exp2_672h,672,2018-06-19,11,43493.0,39428.062,42429.0
exp2_672h,672,2018-06-19,12,44735.0,40315.383,45148.0
exp2_672h,672,2018-06-19,13,45569.0,41209.938,47386.0
exp2_672h,672,2018-06-19,14,46157.0,41995.1,49433.0
exp2_672h,672,2018-06-19,15,46638.0,42636.426,50819.0
exp2_672h,672,2018-06-19,16,46827.0,43088.85,51818.0
exp2_672h,672,2018-06-19,17,46891.0,43603.367,52558.0
exp2_672h,672,2018-06-19,18,47159.0,43373.824,52213.0
exp2_672h,672,2018-06-19,19,46257.0,42268.664,51597.0
exp2_672h,672,2018-06-19,20,44675.0,40816.46,50107.0
exp2_672h,672,2018-06-19,21,42553.0,39099.72,48437.0
exp2_672h,672,2018-06-19,22,40801.0,37090.758,46151.0
exp2_672h,672,2018-06-19,23,37203.0,33610.21,42504.0
exp2_672h,672,2018-06-20,0,33557.0,33244.133,38855.0
exp2_672h,672,2018-06-20,1,30413.0,30258.95,35932.0
exp2_672h,672,2018-06-20,2,28443.0,28050.191,33983.0
exp2_672h,672,2018-06-20,3,27105.0,26770.879,32655.0
exp2_672h,672,2018-06-20,4,26352.0,26091.016,31866.0
exp2_672h,672,2018-06-20,5,26337.0,25971.36,31868.0
exp2_672h,672,2018-06-20,6,27368.0,27127.441,33043.0
exp2_672h,672,2018-06-20,7,29491.0,29054.898,35290.0
exp2_672h,672,2018-06-20,8,31880.0,31443.445,37708.0
exp2_672h,672,2018-06-20,9,33609.0,32957.535,39714.0
exp2_672h,672,2018-06-20,10,35253.0,34114.65,41662.0
exp2_672h,672,2018-06-20,11,37019.0,35170.64,43493.0
exp2_672h,672,2018-06-20,12,38858.0,36105.64,44735.0
exp2_672h,672,2018-06-20,13,40101.0,36836.547,45569.0
exp2_672h,672,2018-06-20,14,41600.0,37547.742,46157.0
exp2_672h,672,2018-06-20,15,42585.0,38224.914,46638.0
exp2_672h,672,2018-06-20,16,43138.0,38966.65,46827.0
exp2_672h,672,2018-06-20,17,43429.0,39581.277,46891.0
exp2_672h,672,2018-06-20,18,43098.0,39751.008,47159.0
exp2_672h,672,2018-06-20,19,41990.0,39013.85,46257.0
exp2_672h,672,2018-06-20,20,40967.0,38007.08,44675.0
exp2_672h,672,2018-06-20,21,40311.0,37047.195,42553.0
exp2_672h,672,2018-06-20,22,38886.0,35574.98,40801.0
exp2_672h,672,2018-06-20,23,36080.0,32451.07,37203.0
exp2_672h,672,2018-06-21,0,33077.0,32875.945,33557.0
exp2_672h,672,2018-06-21,1,30413.0,30080.68,30413.0
exp2_672h,672,2018-06-21,2,28629.0,28083.457,28443.0
exp2_672h,672,2018-06-21,3,27522.0,26901.99,27105.0
exp2_672h,672,2018-06-21,4,26867.0,26213.385,26352.0
exp2_672h,672,2018-06-21,5,27044.0,26151.568,26337.0
exp2_672h,672,2018-06-21,6,28364.0,27070.688,27368.0
exp2_672h,672,2018-06-21,7,30481.0,28913.152,29491.0
exp2_672h,672,2018-06-21,8,32710.0,31103.14,31880.0
exp2_672h,672,2018-06-21,9,34011.0,32558.79,33609.0
exp2_672h,672,2018-06-21,10,35179.0,33684.03,35253.0
exp2_672h,672,2018-06-21,11,36351.0,34770.92,37019.0
exp2_672h,672,2018-06-21,12,37229.0,35819.96,38858.0
exp2_672h,672,2018-06-21,13,38167.0,36632.133,40101.0
exp2_672h,672,2018-06-21,14,39433.0,37495.406,41600.0
exp2_672h,672,2018-06-21,15,40603.0,38316.742,42585.0
exp2_672h,672,2018-06-21,16,41603.0,38867.12,43138.0
exp2_672h,672,2018-06-21,17,42601.0,39360.72,43429.0
exp2_672h,672,2018-06-21,18,43006.0,39452.277,43098.0
exp2_672h,672,2018-06-21,19,42317.0,38887.105,41990.0
exp2_672h,672,2018-06-21,20,40734.0,37906.15,40967.0
exp2_672h,672,2018-06-21,21,39399.0,36759.39,40311.0
exp2_672h,672,2018-06-21,22,38261.0,35325.734,38886.0
exp2_672h,672,2018-06-21,23,35435.0,32548.957,36080.0
exp2_672h,672,2018-06-22,0,32318.0,32222.807,33077.0
exp2_672h,672,2018-06-22,1,29654.0,29640.855,30413.0
exp2_672h,672,2018-06-22,2,27867.0,27683.148,28629.0
exp2_672h,672,2018-06-22,3,26814.0,26593.547,27522.0
exp2_672h,672,2018-06-22,4,26194.0,25773.406,26867.0
exp2_672h,672,2018-06-22,5,26283.0,25686.61,27044.0
exp2_672h,672,2018-06-22,6,27362.0,26524.361,28364.0
exp2_672h,672,2018-06-22,7,29217.0,28425.719,30481.0
exp2_672h,672,2018-06-22,8,31115.0,30621.695,32710.0
exp2_672h,672,2018-06-22,9,32570.0,32264.098,34011.0
exp2_672h,672,2018-06-22,10,33505.0,33553.406,35179.0
exp2_672h,672,2018-06-22,11,34164.0,34713.508,36351.0
exp2_672h,672,2018-06-22,12,34504.0,35758.414,37229.0
exp2_672h,672,2018-06-22,13,34576.0,36271.637,38167.0
exp2_672h,672,2018-06-22,14,34629.0,37163.086,39433.0
exp2_672h,672,2018-06-22,15,34389.0,38320.75,40603.0
exp2_672h,672,2018-06-22,16,34157.0,39070.945,41603.0
exp2_672h,672,2018-06-22,17,33883.0,39576.855,42601.0
exp2_672h,672,2018-06-22,18,33332.0,39795.676,43006.0
exp2_672h,672,2018-06-22,19,32390.0,39317.242,42317.0
exp2_672h,672,2018-06-22,20,31606.0,37923.5,40734.0
exp2_672h,672,2018-06-22,21,31422.0,36416.04,39399.0
exp2_672h,672,2018-06-22,22,30877.0,34969.75,38261.0
exp2_672h,672,2018-06-22,23,29196.0,32359.295,35435.0
exp2_672h,672,2018-06-23,0,27095.0,26911.092,32318.0
exp2_672h,672,2018-06-23,1,25255.0,25042.715,29654.0
exp2_672h,672,2018-06-23,2,23962.0,23436.227,27867.0
exp2_672h,672,2018-06-23,3,23201.0,22448.215,26814.0
exp2_672h,672,2018-06-23,4,22744.0,21730.793,26194.0
exp2_672h,672,2018-06-23,5,22669.0,21466.605,26283.0
exp2_672h,672,2018-06-23,6,23010.0,21926.379,27362.0
exp2_672h,672,2018-06-23,7,23516.0,22949.57,29217.0
exp2_672h,672,2018-06-23,8,24734.0,24489.742,31115.0
exp2_672h,672,2018-06-23,9,26414.0,25735.982,32570.0
exp2_672h,672,2018-06-23,10,27871.0,27154.79,33505.0
exp2_672h,672,2018-06-23,11,29050.0,28297.773,34164.0
exp2_672h,672,2018-06-23,12,29538.0,28729.39,34504.0
exp2_672h,672,2018-06-23,13,29804.0,29003.254,34576.0
exp2_672h,672,2018-06-23,14,29808.0,29633.906,34629.0
exp2_672h,672,2018-06-23,15,29867.0,30593.842,34389.0
exp2_672h,672,2018-06-23,16,30096.0,31478.549,34157.0
exp2_672h,672,2018-06-23,17,30626.0,32172.566,33883.0
exp2_672h,672,2018-06-23,18,31193.0,32770.97,33332.0
exp2_672h,672,2018-06-23,19,31295.0,32722.754,32390.0
exp2_672h,672,2018-06-23,20,31139.0,32302.266,31606.0
exp2_672h,672,2018-06-23,21,31071.0,31845.398,31422.0
exp2_672h,672,2018-06-23,22,30967.0,31348.994,30877.0
exp2_672h,672,2018-06-23,23,29512.0,29585.246,29196.0
exp2_672h,672,2018-06-24,0,27624.0,27410.496,27095.0
exp2_672h,672,2018-06-24,1,25828.0,25617.105,25255.0
exp2_672h,672,2018-06-24,2,24526.0,24213.805,23962.0
exp2_672h,672,2018-06-24,3,23650.0,23343.3,23201.0
exp2_672h,672,2018-06-24,4,23100.0,22754.8,22744.0
exp2_672h,672,2018-06-24,5,22912.0,22628.469,22669.0
exp2_672h,672,2018-06-24,6,22901.0,23171.37,23010.0
exp2_672h,672,2018-06-24,7,23245.0,24352.879,23516.0
exp2_672h,672,2018-06-24,8,24669.0,26217.648,24734.0
exp2_672h,672,2018-06-24,9,27002.0,27974.48,26414.0
exp2_672h,672,2018-06-24,10,29511.0,30010.96,27871.0
exp2_672h,672,2018-06-24,11,31952.0,32176.785,29050.0
exp2_672h,672,2018-06-24,12,34300.0,33794.164,29538.0
exp2_672h,672,2018-06-24,13,36150.0,35078.1,29804.0
exp2_672h,672,2018-06-24,14,37741.0,36244.65,29808.0
exp2_672h,672,2018-06-24,15,38805.0,37269.195,29867.0
exp2_672h,672,2018-06-24,16,39699.0,38168.812,30096.0
exp2_672h,672,2018-06-24,17,40315.0,38597.71,30626.0
exp2_672h,672,2018-06-24,18,40790.0,38796.18,31193.0
exp2_672h,672,2018-06-24,19,40563.0,38302.883,31295.0
exp2_672h,672,2018-06-24,20,39342.0,37549.406,31139.0
exp2_672h,672,2018-06-24,21,37945.0,36929.688,31071.0
exp2_672h,672,2018-06-24,22,36671.0,35864.85,30967.0
exp2_672h,672,2018-06-24,23,34024.0,33553.02,29512.0
exp2_672h,672,2018-06-25,0,31067.0,31165.39,27624.0
exp2_672h,672,2018-06-25,1,28482.0,28809.703,25828.0
exp2_672h,672,2018-06-25,2,26738.0,27198.086,24526.0
exp2_672h,672,2018-06-25,3,25605.0,26343.707,23650.0
exp2_672h,672,2018-06-25,4,25080.0,25649.803,23100.0
exp2_672h,672,2018-06-25,5,25333.0,25700.395,22912.0
exp2_672h,672,2018-06-25,6,26324.0,26568.867,22901.0
exp2_672h,672,2018-06-25,7,28487.0,28202.008,23245.0
exp2_672h,672,2018-06-25,8,31010.0,30293.14,24669.0
exp2_672h,672,2018-06-25,9,32692.0,32026.453,27002.0
exp2_672h,672,2018-06-25,10,33998.0,33520.684,29511.0
exp2_672h,672,2018-06-25,11,35215.0,34982.22,31952.0
exp2_672h,672,2018-06-25,12,36232.0,36110.332,34300.0
exp2_672h,672,2018-06-25,13,37067.0,36999.844,36150.0
exp2_672h,672,2018-06-25,14,38224.0,37865.766,37741.0
exp2_672h,672,2018-06-25,15,39105.0,38504.695,38805.0
exp2_672h,672,2018-06-25,16,39935.0,39024.78,39699.0
exp2_672h,672,2018-06-25,17,40581.0,39539.445,40315.0
exp2_672h,672,2018-06-25,18,40808.0,39659.867,40790.0
exp2_672h,672,2018-06-25,19,39879.0,39145.125,40563.0
exp2_672h,672,2018-06-25,20,38091.0,38383.527,39342.0
exp2_672h,672,2018-06-25,21,36548.0,37491.91,37945.0
exp2_672h,672,2018-06-25,22,35309.0,36291.92,36671.0
exp2_672h,672,2018-06-25,23,32289.0,33888.72,34024.0
exp2_672h,672,2018-06-26,0,29038.0,29391.232,31067.0
exp2_672h,672,2018-06-26,1,26408.0,26959.336,28482.0
exp2_672h,672,2018-06-26,2,24753.0,25392.959,26738.0
exp2_672h,672,2018-06-26,3,23722.0,24640.361,25605.0
exp2_672h,672,2018-06-26,4,23140.0,24155.547,25080.0
exp2_672h,672,2018-06-26,5,23392.0,24470.75,25333.0
exp2_672h,672,2018-06-26,6,24281.0,25677.664,26324.0
exp2_672h,672,2018-06-26,7,26312.0,27493.582,28487.0
exp2_672h,672,2018-06-26,8,28432.0,29706.852,31010.0
exp2_672h,672,2018-06-26,9,29985.0,31745.75,32692.0
exp2_672h,672,2018-06-26,10,31325.0,33076.348,33998.0
exp2_672h,672,2018-06-26,11,32775.0,34399.047,35215.0
exp2_672h,672,2018-06-26,12,34190.0,35794.242,36232.0
exp2_672h,672,2018-06-26,13,35362.0,36972.727,37067.0
exp2_672h,672,2018-06-26,14,36336.0,37883.03,38224.0
exp2_672h,672,2018-06-26,15,37159.0,38645.336,39105.0
exp2_672h,672,2018-06-26,16,38437.0,39349.062,39935.0
exp2_672h,672,2018-06-26,17,39206.0,39801.266,40581.0
exp2_672h,672,2018-06-26,18,39441.0,40193.574,40808.0
exp2_672h,672,2018-06-26,19,38707.0,39876.766,39879.0
exp2_672h,672,2018-06-26,20,37249.0,38974.047,38091.0
exp2_672h,672,2018-06-26,21,35923.0,37801.61,36548.0
exp2_672h,672,2018-06-26,22,34961.0,36325.71,35309.0
exp2_672h,672,2018-06-26,23,32196.0,33882.266,32289.0
exp2_672h,672,2018-06-27,0,29261.0,29322.924,29038.0
exp2_672h,672,2018-06-27,1,26915.0,26986.73,26408.0
exp2_672h,672,2018-06-27,2,25363.0,25250.645,24753.0
exp2_672h,672,2018-06-27,3,24404.0,24278.672,23722.0
exp2_672h,672,2018-06-27,4,23944.0,23795.1,23140.0
exp2_672h,672,2018-06-27,5,24295.0,23983.922,23392.0
exp2_672h,672,2018-06-27,6,25506.0,25046.953,24281.0
exp2_672h,672,2018-06-27,7,27710.0,27018.91,26312.0
exp2_672h,672,2018-06-27,8,29883.0,29310.395,28432.0
exp2_672h,672,2018-06-27,9,31304.0,31008.549,29985.0
exp2_672h,672,2018-06-27,10,32494.0,32573.559,31325.0
exp2_672h,672,2018-06-27,11,33678.0,34007.13,32775.0
exp2_672h,672,2018-06-27,12,34402.0,35480.89,34190.0
exp2_672h,672,2018-06-27,13,34677.0,36668.492,35362.0
exp2_672h,672,2018-06-27,14,34817.0,37622.79,36336.0
exp2_672h,672,2018-06-27,15,35005.0,38582.438,37159.0
exp2_672h,672,2018-06-27,16,35032.0,39533.1,38437.0
exp2_672h,672,2018-06-27,17,35293.0,40411.277,39206.0
exp2_672h,672,2018-06-27,18,35508.0,40782.812,39441.0
exp2_672h,672,2018-06-27,19,35357.0,40425.656,38707.0
exp2_672h,672,2018-06-27,20,34994.0,39421.363,37249.0
exp2_672h,672,2018-06-27,21,34919.0,38432.023,35923.0
exp2_672h,672,2018-06-27,22,34490.0,37154.29,34961.0
exp2_672h,672,2018-06-27,23,32423.0,34462.39,32196.0
exp2_672h,672,2018-06-28,0,30185.0,29839.93,29261.0
exp2_672h,672,2018-06-28,1,28188.0,27627.047,26915.0
exp2_672h,672,2018-06-28,2,26927.0,26045.41,25363.0
exp2_672h,672,2018-06-28,3,26191.0,24947.123,24404.0
exp2_672h,672,2018-06-28,4,25940.0,24584.453,23944.0
exp2_672h,672,2018-06-28,5,26259.0,24821.348,24295.0
exp2_672h,672,2018-06-28,6,27734.0,25944.0,25506.0
exp2_672h,672,2018-06-28,7,30063.0,28012.34,27710.0
exp2_672h,672,2018-06-28,8,32727.0,30429.764,29883.0
exp2_672h,672,2018-06-28,9,34786.0,32347.371,31304.0
exp2_672h,672,2018-06-28,10,36755.0,34077.484,32494.0
exp2_672h,672,2018-06-28,11,38665.0,35570.797,33678.0
exp2_672h,672,2018-06-28,12,40433.0,36774.8,34402.0
exp2_672h,672,2018-06-28,13,41936.0,37947.83,34677.0
exp2_672h,672,2018-06-28,14,43441.0,39033.008,34817.0
exp2_672h,672,2018-06-28,15,44429.0,40174.93,35005.0
exp2_672h,672,2018-06-28,16,45139.0,41513.184,35032.0
exp2_672h,672,2018-06-28,17,45811.0,42360.21,35293.0
exp2_672h,672,2018-06-28,18,46350.0,42641.73,35508.0
exp2_672h,672,2018-06-28,19,46021.0,42169.32,35357.0
exp2_672h,672,2018-06-28,20,44678.0,40966.57,34994.0
exp2_672h,672,2018-06-28,21,42901.0,39824.715,34919.0
exp2_672h,672,2018-06-28,22,41619.0,38323.516,34490.0
exp2_672h,672,2018-06-28,23,38478.0,35772.035,32423.0
exp2_672h,672,2018-06-29,0,34956.0,35065.64,30185.0
exp2_672h,672,2018-06-29,1,31942.0,32086.592,28188.0
exp2_672h,672,2018-06-29,2,29691.0,30012.162,26927.0
exp2_672h,672,2018-06-29,3,28338.0,28551.904,26191.0
exp2_672h,672,2018-06-29,4,27376.0,27716.309,25940.0
exp2_672h,672,2018-06-29,5,27318.0,27785.656,26259.0
